"units1","units2","units3","num_layers","dropout1","activation","final_activation","optimizer","lr","batch_size","mae","rmse","mse"
128,64,64,1,0.2,"elu","relu","adam",0.001,128,22268.3286779866,36265.8645881294,1315212934.32453
256,64,64,1,0.2,"elu","relu","adam",0.001,128,22280.9558629972,36273.6103040092,1315774804.48712
64,128,64,1,0.2,"elu","relu","adam",0.001,128,22281.7411450204,36274.0876383789,1315809433.9968
128,128,64,1,0.2,"elu","relu","adam",0.001,128,22282.1035035697,36274.3086089891,1315825465.06018
256,128,64,1,0.2,"elu","relu","adam",0.001,128,22281.0669283415,36273.7002725728,1315781331.46445
64,32,16,1,0.3,"elu","relu","adam",0.001,128,22281.4177858098,36273.9484803986,1315799338.35861
128,32,16,1,0.3,"elu","relu","adam",0.001,128,22281.1364266611,36273.7106576658,1315782084.87606
256,32,16,1,0.3,"elu","relu","adam",0.001,128,22281.4484182542,36273.9120396756,1315796694.66212
64,64,16,1,0.3,"elu","relu","adam",0.001,128,22281.8699852106,36274.1805101387,1315816171.68212
128,64,16,1,0.3,"elu","relu","adam",0.001,128,22280.6090935342,36273.3891790429,1315758762.5343
256,64,16,1,0.3,"elu","relu","adam",0.001,128,22281.3564451418,36273.8657629128,1315793337.38582
64,128,16,1,0.3,"elu","relu","adam",0.001,128,22280.5728103004,36273.3977199871,1315759382.15237
128,128,16,1,0.3,"elu","relu","adam",0.001,128,22281.6756650878,36274.0632744674,1315807666.44007
256,128,16,1,0.3,"elu","relu","adam",0.001,128,22279.9340714036,36272.970090153,1315728359.16113
64,32,32,1,0.3,"elu","relu","adam",0.001,128,22280.2232199447,36273.0970086231,1315737566.59698
128,32,32,1,0.3,"elu","relu","adam",0.001,128,22281.9917187264,36274.2639293206,1315822223.61401
256,32,32,1,0.3,"elu","relu","adam",0.001,128,22264.740302252,36263.638237656,1315051458.23158
64,64,32,1,0.3,"elu","relu","adam",0.001,128,22279.4576450839,36272.6713491559,1315706686.80387
128,64,32,1,0.3,"elu","relu","adam",0.001,128,22282.0404683496,36274.2780491326,1315823247.98578
256,64,32,1,0.3,"elu","relu","adam",0.001,128,22281.1405197933,36273.7379623149,1315784065.75869
64,128,32,1,0.3,"elu","relu","adam",0.001,128,22281.6083844146,36273.993630917,1315802613.93581
128,128,32,1,0.3,"elu","relu","adam",0.001,128,22273.1688743866,36268.8040789137,1315426149.31463
256,128,32,1,0.3,"elu","relu","adam",0.001,128,22280.8862923438,36273.5943155343,1315773644.56796
64,32,64,1,0.3,"elu","relu","adam",0.001,128,22281.5843314826,36274.0132071511,1315804034.15257
128,32,64,1,0.3,"elu","relu","adam",0.001,128,22276.173425241,36270.638672363,1315559229.70111
256,32,64,1,0.3,"elu","relu","adam",0.001,128,22260.6782256618,36260.9315069807,1314855153.75395
64,64,64,1,0.3,"elu","relu","adam",0.001,128,22282.077671107,36274.3008627224,1315824903.0793
128,64,64,1,0.3,"elu","relu","adam",0.001,128,22281.2332308283,36273.7547608402,1315785284.44958
256,64,64,1,0.3,"elu","relu","adam",0.001,128,22279.7520977638,36272.8409563509,1315718991.04472
64,128,64,1,0.3,"elu","relu","adam",0.001,128,22282.0604434582,36274.2908580361,1315824177.2534
128,128,64,1,0.3,"elu","relu","adam",0.001,128,22280.9211317906,36273.5954119483,1315773724.10971
256,128,64,1,0.3,"elu","relu","adam",0.001,128,22274.4362050259,36269.6655166753,1315488636.69151
64,32,16,1,0.2,"relu","relu","rmsprop",0.001,128,22028.6557744344,36116.8573814897,1304427387.11486
128,32,16,1,0.2,"relu","relu","rmsprop",0.001,128,21562.5805747292,35792.9793120297,1281137368.03139
256,32,16,1,0.2,"relu","relu","rmsprop",0.001,128,21340.7480376273,35619.7240377579,1268764740.52603
64,64,16,1,0.2,"relu","relu","rmsprop",0.001,128,22041.2919979673,36124.5931537192,1304986230.52173
128,64,16,1,0.2,"relu","relu","rmsprop",0.001,128,21735.5453112053,35920.1822503435,1290259492.89789
256,64,16,1,0.2,"relu","relu","rmsprop",0.001,128,21149.0163111831,35454.5972653625,1257028467.24905
64,128,16,1,0.2,"relu","relu","rmsprop",0.001,128,22020.1024811485,36111.284687403,1304024881.77466
128,128,16,1,0.2,"relu","relu","rmsprop",0.001,128,21606.7464985703,35826.6013079659,1283545361.27994
256,128,16,1,0.2,"relu","relu","rmsprop",0.001,128,21320.6954840458,35602.4818337786,1267536712.72453
64,32,32,1,0.2,"relu","relu","rmsprop",0.001,128,22011.8799348311,36106.1637451744,1303655060.39335
128,32,32,1,0.2,"relu","relu","rmsprop",0.001,128,21790.2831339981,35958.7245358497,1293029870.24512
256,32,32,1,0.2,"relu","relu","rmsprop",0.001,128,21299.2552148068,35583.9741826422,1266219218.63095
64,64,32,1,0.2,"relu","relu","rmsprop",0.001,128,21929.4817890976,36052.9373545333,1299814291.8899
128,64,32,1,0.2,"relu","relu","rmsprop",0.001,128,21686.5792677908,35884.9801801101,1287731802.5269
256,64,32,1,0.2,"relu","relu","rmsprop",0.001,128,21337.3954805316,35616.3410594479,1268523750.46292
64,128,32,1,0.2,"relu","relu","rmsprop",0.001,128,22042.599892703,36125.5208287952,1305053255.15172
128,128,32,1,0.2,"relu","relu","rmsprop",0.001,128,21645.9355202877,35855.9430697282,1285648653.41959
256,128,32,1,0.2,"relu","relu","rmsprop",0.001,128,21242.6988812071,35535.5269304087,1262773674.2218
64,32,64,1,0.2,"relu","relu","rmsprop",0.001,128,22013.062865633,36106.8300290236,1303703174.7448
128,32,64,1,0.2,"relu","relu","rmsprop",0.001,128,21731.6335497769,35917.1756328881,1290043505.44373
256,32,64,1,0.2,"relu","relu","rmsprop",0.001,128,21389.8760870731,35659.8840583,1271627331.0514
64,64,64,1,0.2,"relu","relu","rmsprop",0.001,128,21972.3494492733,36080.6590805728,1301813959.68852
128,64,64,1,0.2,"relu","relu","rmsprop",0.001,128,21697.9602242672,35893.3111312363,1288329783.96373
256,64,64,1,0.2,"relu","relu","rmsprop",0.001,128,21305.9650828044,35589.8804476036,1266639590.27472
64,128,64,1,0.2,"relu","relu","rmsprop",0.001,128,21998.7080364805,36097.8833813903,1303057184.61646
128,128,64,1,0.2,"relu","relu","rmsprop",0.001,128,21784.6003258445,35954.8882702489,1292753990.52608
256,128,64,1,0.2,"relu","relu","rmsprop",0.001,128,21265.2169642593,35554.9600732837,1264155185.8128
64,32,16,1,0.3,"relu","relu","rmsprop",0.001,128,22056.3796286149,36134.1740030834,1305678530.88511
128,32,16,1,0.3,"relu","relu","rmsprop",0.001,128,21883.4225378326,36022.6368176085,1297630363.29332
256,32,16,1,0.3,"relu","relu","rmsprop",0.001,128,21426.6820424398,35688.5993727106,1273676125.18584
64,64,16,1,0.3,"relu","relu","rmsprop",0.001,128,22040.9251126376,36124.3026015588,1304965238.44899
128,64,16,1,0.3,"relu","relu","rmsprop",0.001,128,21774.9916929765,35948.0308537938,1292260922.26531
256,64,16,1,0.3,"relu","relu","rmsprop",0.001,128,21420.7995554606,35683.8770641491,1273339082.32931
64,128,16,1,0.3,"relu","relu","rmsprop",0.001,128,21959.4299265544,36072.6139401655,1301233476.47622
128,128,16,1,0.3,"relu","relu","rmsprop",0.001,128,21741.2715361624,35924.2871999836,1290554410.82691
256,128,16,1,0.3,"relu","relu","rmsprop",0.001,128,21244.0699412028,35536.0280779319,1262809291.55557
64,32,32,1,0.3,"relu","relu","rmsprop",0.001,128,22021.3220302697,36112.1881520599,1304090133.12977
128,32,32,1,0.3,"relu","relu","rmsprop",0.001,128,21745.9480778087,35927.3362806689,1290773492.22427
256,32,32,1,0.3,"relu","relu","rmsprop",0.001,128,21281.0422095096,35567.8350115349,1265070887.40777
64,64,32,1,0.3,"relu","relu","rmsprop",0.001,128,21912.5983930646,36042.2606719526,1299044554.34498
128,64,32,1,0.3,"relu","relu","rmsprop",0.001,128,21767.9755133427,35943.1288881319,1291908514.26886
256,64,32,1,0.3,"relu","relu","rmsprop",0.001,128,21316.7292841131,35598.7598653718,1267271703.95241
64,128,32,1,0.3,"relu","relu","rmsprop",0.001,128,22027.7407127149,36116.3576320489,1304391288.60606
128,128,32,1,0.3,"relu","relu","rmsprop",0.001,128,21687.9663832693,35885.7729217571,1287788698.19192
256,128,32,1,0.3,"relu","relu","rmsprop",0.001,128,21261.474967263,35551.3037363908,1263895197.35712
64,32,64,1,0.3,"relu","relu","rmsprop",0.001,128,22007.4207977526,36103.3225786689,1303449901.21943
128,32,64,1,0.3,"relu","relu","rmsprop",0.001,128,21687.8908370047,35885.9413976465,1287800789.99532
256,32,64,1,0.3,"relu","relu","rmsprop",0.001,128,21230.4069930568,35524.9846816364,1262024536.6305
64,64,64,1,0.3,"relu","relu","rmsprop",0.001,128,22031.6142574657,36118.4736775876,1304544140.79859
128,64,64,1,0.3,"relu","relu","rmsprop",0.001,128,21837.0926707875,35991.2507097014,1295370127.64858
256,64,64,1,0.3,"relu","relu","rmsprop",0.001,128,21292.4393407648,35577.9353574458,1265789484.29859
64,128,64,1,0.3,"relu","relu","rmsprop",0.001,128,21959.6386262142,36072.7489004723,1301243213.23653
128,128,64,1,0.3,"relu","relu","rmsprop",0.001,128,21766.4026299679,35942.1072695889,1291835074.97864
256,128,64,1,0.3,"relu","relu","rmsprop",0.001,128,21236.1291263465,35529.2486175778,1262327507.32965
64,32,16,1,0.2,"tanh","relu","rmsprop",0.001,128,22193.2043548353,36219.0732471291,1311821266.8809
128,32,16,1,0.2,"tanh","relu","rmsprop",0.001,128,22109.4248347427,36166.746616686,1308033560.83557
256,32,16,1,0.2,"tanh","relu","rmsprop",0.001,128,21952.6661476366,36067.5323096135,1300866886.90501
64,64,16,1,0.2,"tanh","relu","rmsprop",0.001,128,22194.3575181672,36219.7912788656,1311873280.28459
128,64,16,1,0.2,"tanh","relu","rmsprop",0.001,128,22123.5760652947,36175.6714440743,1308679204.42961
256,64,16,1,0.2,"tanh","relu","rmsprop",0.001,128,21947.00010265,36063.862514125,1300602179.43771
64,128,16,1,0.2,"tanh","relu","rmsprop",0.001,128,22201.403948177,36224.1767825326,1312190983.57217
128,128,16,1,0.2,"tanh","relu","rmsprop",0.001,128,22102.2905839862,36162.2490853796,1307708258.91304
256,128,16,1,0.2,"tanh","relu","rmsprop",0.001,128,21940.4383105654,36059.6127295209,1300295670.20303
64,32,32,1,0.2,"tanh","relu","rmsprop",0.001,128,22194.2765095451,36219.7417910872,1311869695.41303
128,32,32,1,0.2,"tanh","relu","rmsprop",0.001,128,22120.2401255983,36173.5667886504,1308526934.21295
256,32,32,1,0.2,"tanh","relu","rmsprop",0.001,128,21944.082379659,36061.9698800967,1300465671.633
64,64,32,1,0.2,"tanh","relu","rmsprop",0.001,128,22199.8442007123,36223.2065531682,1312120692.99349
128,64,32,1,0.2,"tanh","relu","rmsprop",0.001,128,22112.0180417841,36168.3825144937,1308151893.71474
256,64,32,1,0.2,"tanh","relu","rmsprop",0.001,128,21945.1465951168,36062.661231656,1300515535.10919
64,128,32,1,0.2,"tanh","relu","rmsprop",0.001,128,22196.375639482,36221.0472883176,1311964266.66254
128,128,32,1,0.2,"tanh","relu","rmsprop",0.001,128,22115.3726170858,36170.4956533521,1308304755.80917
256,128,32,1,0.2,"tanh","relu","rmsprop",0.001,128,21957.48600954,36070.6539279035,1301092074.78658
64,32,64,1,0.2,"tanh","relu","rmsprop",0.001,128,22196.4178392237,36221.0738855464,1311966193.42221
128,32,64,1,0.2,"tanh","relu","rmsprop",0.001,128,22114.0953377232,36169.6915028396,1308246583.41059
256,32,64,1,0.2,"tanh","relu","rmsprop",0.001,128,21945.2159208818,36062.7056789262,1300518740.88485
64,64,64,1,0.2,"tanh","relu","rmsprop",0.001,128,22193.8813923344,36219.4952141352,1311851833.56676
128,64,64,1,0.2,"tanh","relu","rmsprop",0.001,128,22100.2843929638,36160.9847996134,1307616821.67787
256,64,64,1,0.2,"tanh","relu","rmsprop",0.001,128,21962.1397550178,36073.6676683402,1301309499.04585
64,128,64,1,0.2,"tanh","relu","rmsprop",0.001,128,22193.5668682908,36219.299638968,1311837666.33734
128,128,64,1,0.2,"tanh","relu","rmsprop",0.001,128,22119.6585628625,36173.2016013622,1308500514.09279
256,128,64,1,0.2,"tanh","relu","rmsprop",0.001,128,21939.6671889334,36059.1137934259,1300259687.56724
64,32,16,1,0.3,"tanh","relu","rmsprop",0.001,128,22193.1004428864,36219.0088163574,1311816599.63937
128,32,16,1,0.3,"tanh","relu","rmsprop",0.001,128,22112.3279874397,36168.5769232746,1308165956.65483
256,32,16,1,0.3,"tanh","relu","rmsprop",0.001,128,21939.9526822639,36059.2982285365,1300272988.73454
64,64,16,1,0.3,"tanh","relu","rmsprop",0.001,128,22189.0529830239,36216.4907305542,1311634200.83632
128,64,16,1,0.3,"tanh","relu","rmsprop",0.001,128,22116.96774003,36171.5010751849,1308377490.03211
256,64,16,1,0.3,"tanh","relu","rmsprop",0.001,128,21941.1888853131,36060.0993130486,1300330762.46693
64,128,16,1,0.3,"tanh","relu","rmsprop",0.001,128,22194.072667093,36219.614471692,1311860472.478
128,128,16,1,0.3,"tanh","relu","rmsprop",0.001,128,22122.2891123223,36174.8549227723,1308620128.68362
256,128,16,1,0.3,"tanh","relu","rmsprop",0.001,128,21941.0586244988,36060.014927372,1300324676.56229
64,32,32,1,0.3,"tanh","relu","rmsprop",0.001,128,22198.6052296956,36222.4348379425,1312064785.58899
128,32,32,1,0.3,"tanh","relu","rmsprop",0.001,128,22115.2689358104,36170.4316259707,1308300124.00902
256,32,32,1,0.3,"tanh","relu","rmsprop",0.001,128,21960.134586681,36072.3694784455,1301215839.78949
64,64,32,1,0.3,"tanh","relu","rmsprop",0.001,128,22195.0841771328,36220.2433408798,1311906027.67255
128,64,32,1,0.3,"tanh","relu","rmsprop",0.001,128,22110.1811894504,36167.2238563406,1308068081.47465
256,64,32,1,0.3,"tanh","relu","rmsprop",0.001,128,21956.6361904722,36070.1036218692,1301052375.29238
64,128,32,1,0.3,"tanh","relu","rmsprop",0.001,128,22198.4432812315,36222.33389223,1312057472.6002
128,128,32,1,0.3,"tanh","relu","rmsprop",0.001,128,22119.5327209704,36173.1204567788,1308494643.58063
